,eventID,case concept:name,case REG_DATE,case AMOUNT_REQ,event org:resource,event concept:name,event lifecycle:transition,event time:timestamp,case:concept:name,concept:name,time:timestamp,@@index,@@case_index,ground_truth_activity,ground_truth_time,time_until_next_event,event_number
13,13.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,,W_Nabellen offertes,COMPLETE,2011-01-10 12:17:08.924000+00:00,173688,W_Nabellen offertes,2011-01-10 12:17:08.924000+00:00,13.0,0.0,W_Nabellen offertes,2011-08-10 16:26:57.720000+00:00,18331788.796,13.0
14,14.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10913.0,W_Nabellen offertes,START,2011-08-10 16:26:57.720000+00:00,173688,W_Nabellen offertes,2011-08-10 16:26:57.720000+00:00,14.0,0.0,W_Nabellen offertes,2011-08-10 16:32:00.886000+00:00,303.166,14.0
15,15.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10913.0,W_Nabellen offertes,COMPLETE,2011-08-10 16:32:00.886000+00:00,173688,W_Nabellen offertes,2011-08-10 16:32:00.886000+00:00,15.0,0.0,W_Nabellen offertes,2011-10-10 11:32:22.495000+00:00,5252421.609,15.0
16,16.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,11049.0,W_Nabellen offertes,START,2011-10-10 11:32:22.495000+00:00,173688,W_Nabellen offertes,2011-10-10 11:32:22.495000+00:00,16.0,0.0,O_SENT_BACK,2011-10-10 11:33:03.668000+00:00,41.173,16.0
17,17.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,11049.0,O_SENT_BACK,COMPLETE,2011-10-10 11:33:03.668000+00:00,173688,O_SENT_BACK,2011-10-10 11:33:03.668000+00:00,17.0,0.0,W_Valideren aanvraag,2011-10-10 11:33:04.560000+00:00,0.892,17.0
18,18.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,11049.0,W_Valideren aanvraag,SCHEDULE,2011-10-10 11:33:04.560000+00:00,173688,W_Valideren aanvraag,2011-10-10 11:33:04.560000+00:00,18.0,0.0,W_Nabellen offertes,2011-10-10 11:33:05.791000+00:00,1.231,18.0
19,19.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,11049.0,W_Nabellen offertes,COMPLETE,2011-10-10 11:33:05.791000+00:00,173688,W_Nabellen offertes,2011-10-10 11:33:05.791000+00:00,19.0,0.0,W_Valideren aanvraag,2011-10-13 10:05:26.925000+00:00,253941.134,19.0
20,20.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10629.0,W_Valideren aanvraag,START,2011-10-13 10:05:26.925000+00:00,173688,W_Valideren aanvraag,2011-10-13 10:05:26.925000+00:00,20.0,0.0,O_ACCEPTED,2011-10-13 10:37:29.226000+00:00,1922.301,20.0
21,23.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10629.0,O_ACCEPTED,COMPLETE,2011-10-13 10:37:29.226000+00:00,173688,O_ACCEPTED,2011-10-13 10:37:29.226000+00:00,21.0,0.0,A_REGISTERED,2011-10-13 10:37:29.226000+00:00,0.0,21.0
22,21.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10629.0,A_REGISTERED,COMPLETE,2011-10-13 10:37:29.226000+00:00,173688,A_REGISTERED,2011-10-13 10:37:29.226000+00:00,22.0,0.0,A_APPROVED,2011-10-13 10:37:29.226000+00:00,0.0,22.0
23,22.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10629.0,A_APPROVED,COMPLETE,2011-10-13 10:37:29.226000+00:00,173688,A_APPROVED,2011-10-13 10:37:29.226000+00:00,23.0,0.0,A_ACTIVATED,2011-10-13 10:37:29.226000+00:00,0.0,23.0
24,24.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10629.0,A_ACTIVATED,COMPLETE,2011-10-13 10:37:29.226000+00:00,173688,A_ACTIVATED,2011-10-13 10:37:29.226000+00:00,24.0,0.0,W_Valideren aanvraag,2011-10-13 10:37:37.026000+00:00,7.8,24.0
25,25.0,173688.0,2011-01-10 00:38:44.546000+00:00,20000.0,10629.0,W_Valideren aanvraag,COMPLETE,2011-10-13 10:37:37.026000+00:00,173688,W_Valideren aanvraag,2011-10-13 10:37:37.026000+00:00,25.0,0.0,N\A,N\A,0.0,25.0
26,4294967296.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,112.0,A_SUBMITTED,COMPLETE,2011-01-10 08:08:58.256000+00:00,173691,A_SUBMITTED,2011-01-10 08:08:58.256000+00:00,26.0,1.0,A_PARTLYSUBMITTED,2011-01-10 08:09:02.195000+00:00,3.939,0.0
27,4294967297.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 08:09:02.195000+00:00,173691,A_PARTLYSUBMITTED,2011-01-10 08:09:02.195000+00:00,27.0,1.0,A_PREACCEPTED,2011-01-10 08:09:56.648000+00:00,54.453,1.0
28,4294967298.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,112.0,A_PREACCEPTED,COMPLETE,2011-01-10 08:09:56.648000+00:00,173691,A_PREACCEPTED,2011-01-10 08:09:56.648000+00:00,28.0,1.0,W_Completeren aanvraag,2011-01-10 08:09:59.578000+00:00,2.93,2.0
29,4294967299.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,112.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 08:09:59.578000+00:00,173691,W_Completeren aanvraag,2011-01-10 08:09:59.578000+00:00,29.0,1.0,W_Completeren aanvraag,2011-01-10 11:37:32.393000+00:00,12452.815,3.0
30,4294967300.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Completeren aanvraag,START,2011-01-10 11:37:32.393000+00:00,173691,W_Completeren aanvraag,2011-01-10 11:37:32.393000+00:00,30.0,1.0,W_Completeren aanvraag,2011-01-10 11:43:13.178000+00:00,340.785,4.0
31,4294967301.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Completeren aanvraag,COMPLETE,2011-01-10 11:43:13.178000+00:00,173691,W_Completeren aanvraag,2011-01-10 11:43:13.178000+00:00,31.0,1.0,W_Completeren aanvraag,2011-01-10 14:27:57.775000+00:00,9884.597,5.0
32,4294967302.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Completeren aanvraag,START,2011-01-10 14:27:57.775000+00:00,173691,W_Completeren aanvraag,2011-01-10 14:27:57.775000+00:00,32.0,1.0,A_ACCEPTED,2011-01-10 14:33:54.614000+00:00,356.839,6.0
33,4294967303.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10862.0,A_ACCEPTED,COMPLETE,2011-01-10 14:33:54.614000+00:00,173691,A_ACCEPTED,2011-01-10 14:33:54.614000+00:00,33.0,1.0,O_SELECTED,2011-01-10 14:35:46.016000+00:00,111.402,7.0
34,4294967305.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10862.0,O_SELECTED,COMPLETE,2011-01-10 14:35:46.016000+00:00,173691,O_SELECTED,2011-01-10 14:35:46.016000+00:00,34.0,1.0,A_FINALIZED,2011-01-10 14:35:46.016000+00:00,0.0,8.0
35,4294967304.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10862.0,A_FINALIZED,COMPLETE,2011-01-10 14:35:46.016000+00:00,173691,A_FINALIZED,2011-01-10 14:35:46.016000+00:00,35.0,1.0,O_CREATED,2011-01-10 14:35:47.488000+00:00,1.472,9.0
36,4294967306.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10862.0,O_CREATED,COMPLETE,2011-01-10 14:35:47.488000+00:00,173691,O_CREATED,2011-01-10 14:35:47.488000+00:00,36.0,1.0,O_SENT,2011-01-10 14:35:47.583000+00:00,0.095,10.0
37,4294967307.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10862.0,O_SENT,COMPLETE,2011-01-10 14:35:47.583000+00:00,173691,O_SENT,2011-01-10 14:35:47.583000+00:00,37.0,1.0,W_Nabellen offertes,2011-01-10 14:35:47.682000+00:00,0.099,11.0
38,4294967308.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,SCHEDULE,2011-01-10 14:35:47.682000+00:00,173691,W_Nabellen offertes,2011-01-10 14:35:47.682000+00:00,38.0,1.0,W_Completeren aanvraag,2011-01-10 14:35:48.791000+00:00,1.109,12.0
39,4294967309.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Completeren aanvraag,COMPLETE,2011-01-10 14:35:48.791000+00:00,173691,W_Completeren aanvraag,2011-01-10 14:35:48.791000+00:00,39.0,1.0,W_Nabellen offertes,2011-01-10 14:36:13.443000+00:00,24.652,13.0
40,4294967310.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,START,2011-01-10 14:36:13.443000+00:00,173691,W_Nabellen offertes,2011-01-10 14:36:13.443000+00:00,40.0,1.0,W_Nabellen offertes,2011-01-10 14:36:25.794000+00:00,12.350999999999999,14.0
41,4294967311.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,COMPLETE,2011-01-10 14:36:25.794000+00:00,173691,W_Nabellen offertes,2011-01-10 14:36:25.794000+00:00,41.0,1.0,W_Nabellen offertes,2011-03-10 16:54:43.257000+00:00,5105897.463,15.0
42,4294967312.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,START,2011-03-10 16:54:43.257000+00:00,173691,W_Nabellen offertes,2011-03-10 16:54:43.257000+00:00,42.0,1.0,O_CANCELLED,2011-03-10 16:56:17.731000+00:00,94.474,16.0
43,4294967314.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11120.0,O_CANCELLED,COMPLETE,2011-03-10 16:56:17.731000+00:00,173691,O_CANCELLED,2011-03-10 16:56:17.731000+00:00,43.0,1.0,O_SELECTED,2011-03-10 16:56:17.731000+00:00,0.0,17.0
44,4294967313.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11120.0,O_SELECTED,COMPLETE,2011-03-10 16:56:17.731000+00:00,173691,O_SELECTED,2011-03-10 16:56:17.731000+00:00,44.0,1.0,O_CREATED,2011-03-10 16:56:19.613000+00:00,1.8820000000000001,18.0
45,4294967315.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11120.0,O_CREATED,COMPLETE,2011-03-10 16:56:19.613000+00:00,173691,O_CREATED,2011-03-10 16:56:19.613000+00:00,45.0,1.0,O_SENT,2011-03-10 16:56:19.645000+00:00,0.032,19.0
46,4294967316.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11120.0,O_SENT,COMPLETE,2011-03-10 16:56:19.645000+00:00,173691,O_SENT,2011-03-10 16:56:19.645000+00:00,46.0,1.0,W_Nabellen offertes,2011-03-10 16:56:19.941000+00:00,0.296,20.0
47,4294967317.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,SCHEDULE,2011-03-10 16:56:19.941000+00:00,173691,W_Nabellen offertes,2011-03-10 16:56:19.941000+00:00,47.0,1.0,W_Nabellen offertes,2011-03-10 16:56:21.195000+00:00,1.254,21.0
48,4294967318.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,COMPLETE,2011-03-10 16:56:21.195000+00:00,173691,W_Nabellen offertes,2011-03-10 16:56:21.195000+00:00,48.0,1.0,W_Nabellen offertes,2011-03-10 16:56:34.792000+00:00,13.597,22.0
49,4294967319.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,START,2011-03-10 16:56:34.792000+00:00,173691,W_Nabellen offertes,2011-03-10 16:56:34.792000+00:00,49.0,1.0,W_Nabellen offertes,2011-03-10 16:57:16.563000+00:00,41.771,23.0
50,4294967320.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,,W_Nabellen offertes,COMPLETE,2011-03-10 16:57:16.563000+00:00,173691,W_Nabellen offertes,2011-03-10 16:57:16.563000+00:00,50.0,1.0,W_Nabellen offertes,2011-10-10 10:13:44.827000+00:00,18465388.264,24.0
51,4294967321.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11049.0,W_Nabellen offertes,START,2011-10-10 10:13:44.827000+00:00,173691,W_Nabellen offertes,2011-10-10 10:13:44.827000+00:00,51.0,1.0,O_SENT_BACK,2011-10-10 10:14:43.775000+00:00,58.948,25.0
52,4294967322.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11049.0,O_SENT_BACK,COMPLETE,2011-10-10 10:14:43.775000+00:00,173691,O_SENT_BACK,2011-10-10 10:14:43.775000+00:00,52.0,1.0,W_Valideren aanvraag,2011-10-10 10:14:44.052000+00:00,0.277,26.0
53,4294967323.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11049.0,W_Valideren aanvraag,SCHEDULE,2011-10-10 10:14:44.052000+00:00,173691,W_Valideren aanvraag,2011-10-10 10:14:44.052000+00:00,53.0,1.0,W_Nabellen offertes,2011-10-10 10:14:45.514000+00:00,1.462,27.0
54,4294967324.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,11049.0,W_Nabellen offertes,COMPLETE,2011-10-10 10:14:45.514000+00:00,173691,W_Nabellen offertes,2011-10-10 10:14:45.514000+00:00,54.0,1.0,W_Valideren aanvraag,2011-10-10 11:12:36.612000+00:00,3471.098,28.0
55,4294967325.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,W_Valideren aanvraag,START,2011-10-10 11:12:36.612000+00:00,173691,W_Valideren aanvraag,2011-10-10 11:12:36.612000+00:00,55.0,1.0,W_Valideren aanvraag,2011-10-10 11:30:54.893000+00:00,1098.281,29.0
56,4294967326.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,W_Valideren aanvraag,COMPLETE,2011-10-10 11:30:54.893000+00:00,173691,W_Valideren aanvraag,2011-10-10 11:30:54.893000+00:00,56.0,1.0,W_Valideren aanvraag,2011-10-10 14:11:42.124000+00:00,9647.231,30.0
57,4294967327.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,W_Valideren aanvraag,START,2011-10-10 14:11:42.124000+00:00,173691,W_Valideren aanvraag,2011-10-10 14:11:42.124000+00:00,57.0,1.0,W_Valideren aanvraag,2011-10-10 14:14:13.394000+00:00,151.27,31.0
58,4294967328.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,W_Valideren aanvraag,COMPLETE,2011-10-10 14:14:13.394000+00:00,173691,W_Valideren aanvraag,2011-10-10 14:14:13.394000+00:00,58.0,1.0,W_Valideren aanvraag,2011-10-10 14:14:52.842000+00:00,39.448,32.0
59,4294967329.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,W_Valideren aanvraag,START,2011-10-10 14:14:52.842000+00:00,173691,W_Valideren aanvraag,2011-10-10 14:14:52.842000+00:00,59.0,1.0,O_ACCEPTED,2011-10-10 14:17:26.306000+00:00,153.464,33.0
60,4294967330.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,O_ACCEPTED,COMPLETE,2011-10-10 14:17:26.306000+00:00,173691,O_ACCEPTED,2011-10-10 14:17:26.306000+00:00,60.0,1.0,A_APPROVED,2011-10-10 14:17:26.307000+00:00,0.001,34.0
61,4294967331.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,A_APPROVED,COMPLETE,2011-10-10 14:17:26.307000+00:00,173691,A_APPROVED,2011-10-10 14:17:26.307000+00:00,61.0,1.0,A_REGISTERED,2011-10-10 14:17:26.307000+00:00,0.0,35.0
62,4294967332.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,A_REGISTERED,COMPLETE,2011-10-10 14:17:26.307000+00:00,173691,A_REGISTERED,2011-10-10 14:17:26.307000+00:00,62.0,1.0,A_ACTIVATED,2011-10-10 14:17:26.307000+00:00,0.0,36.0
63,4294967333.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,A_ACTIVATED,COMPLETE,2011-10-10 14:17:26.307000+00:00,173691,A_ACTIVATED,2011-10-10 14:17:26.307000+00:00,63.0,1.0,W_Valideren aanvraag,2011-10-10 14:17:34.633000+00:00,8.326,37.0
64,4294967334.0,173691.0,2011-01-10 08:08:58.256000+00:00,5000.0,10809.0,W_Valideren aanvraag,COMPLETE,2011-10-10 14:17:34.633000+00:00,173691,W_Valideren aanvraag,2011-10-10 14:17:34.633000+00:00,64.0,1.0,N\A,N\A,0.0,38.0
65,8589934592.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,112.0,A_SUBMITTED,COMPLETE,2011-01-10 08:10:30.287000+00:00,173694,A_SUBMITTED,2011-01-10 08:10:30.287000+00:00,65.0,2.0,A_PARTLYSUBMITTED,2011-01-10 08:10:30.591000+00:00,0.304,0.0
66,8589934593.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 08:10:30.591000+00:00,173694,A_PARTLYSUBMITTED,2011-01-10 08:10:30.591000+00:00,66.0,2.0,A_PREACCEPTED,2011-01-10 08:11:13.026000+00:00,42.435,1.0
67,8589934594.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,112.0,A_PREACCEPTED,COMPLETE,2011-01-10 08:11:13.026000+00:00,173694,A_PREACCEPTED,2011-01-10 08:11:13.026000+00:00,67.0,2.0,W_Completeren aanvraag,2011-01-10 08:11:13.390000+00:00,0.364,2.0
68,8589934595.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,112.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 08:11:13.390000+00:00,173694,W_Completeren aanvraag,2011-01-10 08:11:13.390000+00:00,68.0,2.0,W_Completeren aanvraag,2011-01-10 11:31:25.301000+00:00,12011.911,3.0
69,8589934596.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,10912.0,W_Completeren aanvraag,START,2011-01-10 11:31:25.301000+00:00,173694,W_Completeren aanvraag,2011-01-10 11:31:25.301000+00:00,69.0,2.0,W_Completeren aanvraag,2011-01-10 11:35:59.637000+00:00,274.336,4.0
70,8589934597.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,10912.0,W_Completeren aanvraag,COMPLETE,2011-01-10 11:35:59.637000+00:00,173694,W_Completeren aanvraag,2011-01-10 11:35:59.637000+00:00,70.0,2.0,W_Nabellen offertes,2011-01-11 14:54:40.128000+00:00,98320.491,5.0
71,8589934636.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11189.0,W_Nabellen offertes,START,2011-01-11 14:54:40.128000+00:00,173694,W_Nabellen offertes,2011-01-11 14:54:40.128000+00:00,71.0,2.0,W_Nabellen offertes,2011-01-11 14:55:35.020000+00:00,54.892,6.0
72,8589934637.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11189.0,W_Nabellen offertes,COMPLETE,2011-01-11 14:55:35.020000+00:00,173694,W_Nabellen offertes,2011-01-11 14:55:35.020000+00:00,72.0,2.0,W_Nabellen offertes,2011-01-11 17:16:31.149000+00:00,8456.129,7.0
73,8589934638.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11119.0,W_Nabellen offertes,START,2011-01-11 17:16:31.149000+00:00,173694,W_Nabellen offertes,2011-01-11 17:16:31.149000+00:00,73.0,2.0,W_Nabellen offertes,2011-01-11 17:21:02.356000+00:00,271.207,8.0
74,8589934639.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11119.0,W_Nabellen offertes,COMPLETE,2011-01-11 17:21:02.356000+00:00,173694,W_Nabellen offertes,2011-01-11 17:21:02.356000+00:00,74.0,2.0,W_Nabellen offertes,2011-02-11 09:11:44.251000+00:00,2649041.895,9.0
75,8589934640.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11049.0,W_Nabellen offertes,START,2011-02-11 09:11:44.251000+00:00,173694,W_Nabellen offertes,2011-02-11 09:11:44.251000+00:00,75.0,2.0,O_SENT_BACK,2011-02-11 09:15:16.203000+00:00,211.952,10.0
76,8589934641.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11049.0,O_SENT_BACK,COMPLETE,2011-02-11 09:15:16.203000+00:00,173694,O_SENT_BACK,2011-02-11 09:15:16.203000+00:00,76.0,2.0,W_Valideren aanvraag,2011-02-11 09:15:16.386000+00:00,0.183,11.0
77,8589934642.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11049.0,W_Valideren aanvraag,SCHEDULE,2011-02-11 09:15:16.386000+00:00,173694,W_Valideren aanvraag,2011-02-11 09:15:16.386000+00:00,77.0,2.0,W_Nabellen offertes,2011-02-11 09:15:18.683000+00:00,2.297,12.0
78,8589934643.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11049.0,W_Nabellen offertes,COMPLETE,2011-02-11 09:15:18.683000+00:00,173694,W_Nabellen offertes,2011-02-11 09:15:18.683000+00:00,78.0,2.0,W_Completeren aanvraag,2011-03-10 11:12:02.445000+00:00,2339803.762,13.0
79,8589934598.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,,W_Completeren aanvraag,START,2011-03-10 11:12:02.445000+00:00,173694,W_Completeren aanvraag,2011-03-10 11:12:02.445000+00:00,79.0,2.0,W_Completeren aanvraag,2011-03-10 11:21:22.417000+00:00,559.972,14.0
80,8589934599.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,,W_Completeren aanvraag,COMPLETE,2011-03-10 11:21:22.417000+00:00,173694,W_Completeren aanvraag,2011-03-10 11:21:22.417000+00:00,80.0,2.0,W_Completeren aanvraag,2011-03-10 13:21:06.626000+00:00,7184.209,15.0
81,8589934600.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11201.0,W_Completeren aanvraag,START,2011-03-10 13:21:06.626000+00:00,173694,W_Completeren aanvraag,2011-03-10 13:21:06.626000+00:00,81.0,2.0,W_Completeren aanvraag,2011-03-10 13:32:43.313000+00:00,696.687,16.0
82,8589934601.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11201.0,W_Completeren aanvraag,COMPLETE,2011-03-10 13:32:43.313000+00:00,173694,W_Completeren aanvraag,2011-03-10 13:32:43.313000+00:00,82.0,2.0,W_Completeren aanvraag,2011-03-10 13:32:52.818000+00:00,9.505,17.0
83,8589934602.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11201.0,W_Completeren aanvraag,START,2011-03-10 13:32:52.818000+00:00,173694,W_Completeren aanvraag,2011-03-10 13:32:52.818000+00:00,83.0,2.0,A_ACCEPTED,2011-03-10 13:34:25.421000+00:00,92.603,18.0
84,8589934603.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11201.0,A_ACCEPTED,COMPLETE,2011-03-10 13:34:25.421000+00:00,173694,A_ACCEPTED,2011-03-10 13:34:25.421000+00:00,84.0,2.0,O_SELECTED,2011-03-10 13:40:14.632000+00:00,349.211,19.0
85,8589934605.0,173694.0,2011-01-10 08:10:30.287000+00:00,7000.0,11201.0,O_SELECTED,COMPLETE,2011-03-10 13:40:14.632000+00:00,173694,O_SELECTED,2011-03-10 13:40:14.632000+00:00,85.0,2.0,A_FINALIZED,2011-03-10 13:40:14.632000+00:00,0.0,20.0
